year,state,naics_sector,tech_type,use_level,used_tech,n_firms,n_emp,revenue,payroll
2018,08,Mining,cloud-based,Don't know,Unknown,40,4247,0,666944
2018,08,Mining,specialized software,Did not use,Did not use,313,4648,0,534193
2018,08,Mining,specialized software,Low use,Used,75,3349,0,274561
2018,08,Mining,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,08,Mining,specialized software,Moderate use,Used,156,2310,0,204138
2018,08,Mining,specialized software,High use,Used,89,4644,0,562426
2018,08,Mining,specialized software,Don't know,Unknown,68,3622,0,550731
2018,08,Mining,robotics,Did not use,Did not use,656,14843,0,1644849
2018,08,Mining,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,08,Mining,robotics,Low use,Used,0,0,0,0
2018,08,Mining,robotics,Moderate use,Used,0,0,0,0
2018,08,Mining,robotics,High use,Used,0,0,0,0
2018,08,Mining,robotics,Don't know,Unknown,25,2095,0,282503
2018,08,Mining,specialized equipment,Did not use,Did not use,473,6506,0,692397
2018,08,Mining,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,08,Mining,specialized equipment,Low use,Used,0,0,0,0
2018,08,Mining,specialized equipment,Moderate use,Used,94,2736,0,314656
2018,08,Mining,specialized equipment,High use,Used,70,3716,0,380791
2018,08,Mining,specialized equipment,Don't know,Unknown,31,3598,0,499001
2018,09,Mining,artificial intelligence,Did not use,Did not use,0,0,0,0
2018,09,Mining,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,09,Mining,artificial intelligence,Low use,Used,0,0,0,0
2018,09,Mining,artificial intelligence,Moderate use,Used,0,0,0,0
2018,09,Mining,artificial intelligence,High use,Used,0,0,0,0
2018,09,Mining,artificial intelligence,Don't know,Unknown,0,0,0,0
2018,09,Mining,cloud-based,Did not use,Did not use,0,0,0,0
2018,09,Mining,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,09,Mining,cloud-based,Low use,Used,0,0,0,0
2018,09,Mining,cloud-based,Moderate use,Used,0,0,0,0
2018,09,Mining,cloud-based,High use,Used,0,0,0,0
2018,09,Mining,specialized software,Did not use,Did not use,0,0,0,0
2018,09,Mining,cloud-based,Don't know,Unknown,0,0,0,0
2018,09,Mining,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,09,Mining,specialized software,Low use,Used,0,0,0,0
2018,09,Mining,specialized software,Moderate use,Used,0,0,0,0
2018,09,Mining,specialized software,High use,Used,0,0,0,0
2018,09,Mining,specialized software,Don't know,Unknown,0,0,0,0
2018,09,Mining,robotics,Did not use,Did not use,0,0,0,0
2018,09,Mining,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,09,Mining,robotics,Low use,Used,0,0,0,0
2018,09,Mining,robotics,Moderate use,Used,0,0,0,0
2018,09,Mining,robotics,High use,Used,0,0,0,0
2018,09,Mining,robotics,Don't know,Unknown,0,0,0,0
2018,09,Mining,specialized equipment,Did not use,Did not use,0,0,0,0
2018,09,Mining,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,09,Mining,specialized equipment,Don't know,Unknown,0,0,0,0
2018,09,Mining,specialized equipment,Low use,Used,0,0,0,0
2018,09,Mining,specialized equipment,Moderate use,Used,0,0,0,0
2018,09,Mining,specialized equipment,High use,Used,0,0,0,0
2018,10,Mining,artificial intelligence,Did not use,Did not use,0,0,0,0
2018,10,Mining,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,10,Mining,artificial intelligence,Low use,Used,0,0,0,0
2018,10,Mining,artificial intelligence,Moderate use,Used,0,0,0,0
2018,10,Mining,artificial intelligence,High use,Used,0,0,0,0
2018,10,Mining,artificial intelligence,Don't know,Unknown,0,0,0,0
2018,10,Mining,cloud-based,Did not use,Did not use,0,0,0,0
2018,10,Mining,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,10,Mining,cloud-based,Don't know,Unknown,0,0,0,0
2018,10,Mining,cloud-based,Low use,Used,0,0,0,0
2018,10,Mining,cloud-based,Moderate use,Used,0,0,0,0
2018,10,Mining,cloud-based,High use,Used,0,0,0,0
2018,10,Mining,specialized software,Did not use,Did not use,0,0,0,0
2018,10,Mining,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,10,Mining,specialized software,Low use,Used,0,0,0,0
2018,10,Mining,specialized software,Moderate use,Used,0,0,0,0
2018,10,Mining,specialized software,High use,Used,0,0,0,0
2018,10,Mining,specialized software,Don't know,Unknown,0,0,0,0
2018,10,Mining,robotics,Did not use,Did not use,0,0,0,0
2018,10,Mining,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,10,Mining,robotics,Low use,Used,0,0,0,0
2018,10,Mining,robotics,Moderate use,Used,0,0,0,0
2018,10,Mining,robotics,High use,Used,0,0,0,0
2018,10,Mining,robotics,Don't know,Unknown,0,0,0,0
2018,10,Mining,specialized equipment,Low use,Used,0,0,0,0
2018,10,Mining,specialized equipment,Did not use,Did not use,0,0,0,0
2018,10,Mining,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,10,Mining,specialized equipment,Moderate use,Used,0,0,0,0
2018,10,Mining,specialized equipment,High use,Used,0,0,0,0
2018,10,Mining,specialized equipment,Don't know,Unknown,0,0,0,0
2018,11,Mining,artificial intelligence,Did not use,Did not use,0,0,0,0
2018,11,Mining,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,11,Mining,artificial intelligence,Low use,Used,0,0,0,0
2018,11,Mining,artificial intelligence,Moderate use,Used,0,0,0,0
2018,11,Mining,artificial intelligence,High use,Used,0,0,0,0
2018,11,Mining,artificial intelligence,Don't know,Unknown,0,0,0,0
2018,11,Mining,cloud-based,Moderate use,Used,0,0,0,0
2018,11,Mining,cloud-based,Did not use,Did not use,0,0,0,0
2018,11,Mining,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,11,Mining,cloud-based,Low use,Used,0,0,0,0
2018,11,Mining,cloud-based,High use,Used,0,0,0,0
2018,11,Mining,cloud-based,Don't know,Unknown,0,0,0,0
2018,11,Mining,specialized software,Did not use,Did not use,0,0,0,0
2018,11,Mining,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,11,Mining,specialized software,Low use,Used,0,0,0,0
2018,11,Mining,specialized software,Moderate use,Used,0,0,0,0
2018,11,Mining,specialized software,High use,Used,0,0,0,0
2018,11,Mining,specialized software,Don't know,Unknown,0,0,0,0
2018,11,Mining,robotics,Did not use,Did not use,0,0,0,0
2018,11,Mining,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,11,Mining,robotics,Low use,Used,0,0,0,0
2018,11,Mining,robotics,Moderate use,Used,0,0,0,0
2018,11,Mining,robotics,High use,Used,0,0,0,0
2018,11,Mining,robotics,Don't know,Unknown,0,0,0,0
2018,11,Mining,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,11,Mining,specialized equipment,Did not use,Did not use,0,0,0,0
2018,11,Mining,specialized equipment,Low use,Used,0,0,0,0
2018,11,Mining,specialized equipment,Moderate use,Used,0,0,0,0
2018,11,Mining,specialized equipment,High use,Used,0,0,0,0
2018,11,Mining,specialized equipment,Don't know,Unknown,0,0,0,0
2018,12,Mining,artificial intelligence,Did not use,Did not use,107,1155,0,62504
2018,12,Mining,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,12,Mining,artificial intelligence,Don't know,Unknown,0,0,0,0
2018,12,Mining,artificial intelligence,Low use,Used,0,0,0,0
2018,12,Mining,artificial intelligence,Moderate use,Used,0,0,0,0
2018,12,Mining,artificial intelligence,High use,Used,0,0,0,0
2018,12,Mining,cloud-based,Did not use,Did not use,0,0,0,0
2018,12,Mining,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,12,Mining,cloud-based,Low use,Used,0,0,0,0
2018,12,Mining,cloud-based,Moderate use,Used,0,0,0,0
2018,12,Mining,cloud-based,High use,Used,0,0,0,0
2018,12,Mining,cloud-based,Don't know,Unknown,0,0,0,0
2018,12,Mining,specialized software,Did not use,Did not use,0,0,0,0
2018,12,Mining,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,12,Mining,specialized software,Low use,Used,0,0,0,0
2018,12,Mining,specialized software,Moderate use,Used,0,0,0,0
2018,12,Mining,specialized software,High use,Used,0,0,0,0
2018,12,Mining,specialized software,Don't know,Unknown,0,0,0,0
2018,12,Mining,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,12,Mining,robotics,Did not use,Did not use,111,1942,0,109772
2018,12,Mining,robotics,Low use,Used,0,0,0,0
2018,12,Mining,robotics,Moderate use,Used,0,0,0,0
2018,12,Mining,robotics,High use,Used,0,0,0,0
2018,12,Mining,robotics,Don't know,Unknown,0,0,0,0
2018,12,Mining,specialized equipment,Did not use,Did not use,97,1753,0,98617
2018,12,Mining,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,12,Mining,specialized equipment,Low use,Used,0,0,0,0
2018,12,Mining,specialized equipment,Moderate use,Used,0,0,0,0
2018,12,Mining,specialized equipment,High use,Used,0,0,0,0
2018,12,Mining,specialized equipment,Don't know,Unknown,0,0,0,0
2018,13,Mining,specialized equipment,Moderate use,Used,0,0,0,0
2018,13,Mining,specialized equipment,High use,Used,0,0,0,0
2018,13,Mining,specialized equipment,Don't know,Unknown,0,0,0,0
2018,13,Mining,artificial intelligence,Did not use,Did not use,56,1394,0,107764
2018,13,Mining,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,13,Mining,artificial intelligence,Low use,Used,0,0,0,0
2018,13,Mining,artificial intelligence,Moderate use,Used,0,0,0,0
2018,13,Mining,artificial intelligence,High use,Used,0,0,0,0
2018,13,Mining,artificial intelligence,Don't know,Unknown,0,0,0,0
2018,13,Mining,cloud-based,Did not use,Did not use,31,406,0,23741
2018,13,Mining,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,13,Mining,cloud-based,Low use,Used,0,0,0,0
2018,13,Mining,cloud-based,Moderate use,Used,0,0,0,0
2018,13,Mining,cloud-based,High use,Used,0,0,0,0
2018,13,Mining,cloud-based,Don't know,Unknown,0,0,0,0
2018,13,Mining,specialized software,Did not use,Did not use,30,400,0,23343
2018,13,Mining,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,13,Mining,specialized software,Low use,Used,0,0,0,0
2018,13,Mining,specialized software,Moderate use,Used,0,0,0,0
2018,13,Mining,specialized software,High use,Used,0,0,0,0
2018,13,Mining,specialized software,Don't know,Unknown,0,0,0,0
2018,13,Mining,robotics,Did not use,Did not use,59,1969,0,147256
2018,13,Mining,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,13,Mining,robotics,Low use,Used,0,0,0,0
2018,13,Mining,robotics,Moderate use,Used,0,0,0,0
2018,13,Mining,robotics,High use,Used,0,0,0,0
2018,13,Mining,robotics,Don't know,Unknown,0,0,0,0
2018,13,Mining,specialized equipment,Low use,Used,0,0,0,0
2018,13,Mining,specialized equipment,Did not use,Did not use,32,1054,0,93405
2018,13,Mining,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,15,Mining,artificial intelligence,Did not use,Did not use,0,0,0,0
2018,15,Mining,artificial intelligence,High use,Used,0,0,0,0
2018,15,Mining,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,15,Mining,artificial intelligence,Low use,Used,0,0,0,0
2018,15,Mining,artificial intelligence,Moderate use,Used,0,0,0,0
2018,15,Mining,artificial intelligence,Don't know,Unknown,0,0,0,0
2018,15,Mining,cloud-based,Did not use,Did not use,0,0,0,0
2018,15,Mining,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,15,Mining,cloud-based,Low use,Used,0,0,0,0
2018,15,Mining,cloud-based,Moderate use,Used,0,0,0,0
2018,15,Mining,cloud-based,High use,Used,0,0,0,0
2018,15,Mining,cloud-based,Don't know,Unknown,0,0,0,0
2018,15,Mining,specialized software,Did not use,Did not use,0,0,0,0
2018,15,Mining,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,15,Mining,specialized software,Low use,Used,0,0,0,0
2018,15,Mining,specialized software,Moderate use,Used,0,0,0,0
2018,15,Mining,specialized software,High use,Used,0,0,0,0
2018,15,Mining,specialized software,Don't know,Unknown,0,0,0,0
2018,15,Mining,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,15,Mining,robotics,Did not use,Did not use,0,0,0,0
2018,15,Mining,robotics,Low use,Used,0,0,0,0
2018,15,Mining,robotics,Moderate use,Used,0,0,0,0
2018,15,Mining,robotics,High use,Used,0,0,0,0
2018,15,Mining,robotics,Don't know,Unknown,0,0,0,0
2018,15,Mining,specialized equipment,Did not use,Did not use,0,0,0,0
2018,15,Mining,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,15,Mining,specialized equipment,Low use,Used,0,0,0,0
2018,15,Mining,specialized equipment,Moderate use,Used,0,0,0,0
2018,15,Mining,specialized equipment,High use,Used,0,0,0,0
2018,15,Mining,specialized equipment,Don't know,Unknown,0,0,0,0
2018,16,Mining,artificial intelligence,Did not use,Did not use,41,702,0,54834
2018,16,Mining,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,16,Mining,artificial intelligence,Low use,Used,0,0,0,0
2018,16,Mining,artificial intelligence,Moderate use,Used,0,0,0,0
2018,16,Mining,artificial intelligence,High use,Used,0,0,0,0
2018,16,Mining,artificial intelligence,Don't know,Unknown,0,0,0,0
2018,16,Mining,cloud-based,Did not use,Did not use,0,0,0,0
2018,16,Mining,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,16,Mining,cloud-based,Low use,Used,0,0,0,0
2018,16,Mining,cloud-based,Moderate use,Used,0,0,0,0
2018,16,Mining,cloud-based,High use,Used,0,0,0,0
2018,16,Mining,cloud-based,Don't know,Unknown,0,0,0,0
2018,16,Mining,specialized software,Did not use,Did not use,0,0,0,0
2018,16,Mining,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,16,Mining,specialized software,Low use,Used,0,0,0,0
2018,16,Mining,specialized software,Moderate use,Used,0,0,0,0
2018,16,Mining,specialized software,High use,Used,0,0,0,0
2018,16,Mining,specialized software,Don't know,Unknown,0,0,0,0
2018,16,Mining,robotics,Did not use,Did not use,41,557,0,49233
2018,16,Mining,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,16,Mining,robotics,Low use,Used,0,0,0,0
2018,16,Mining,robotics,Moderate use,Used,0,0,0,0
2018,16,Mining,robotics,High use,Used,0,0,0,0
2018,16,Mining,robotics,Don't know,Unknown,0,0,0,0
2018,16,Mining,specialized equipment,Did not use,Did not use,0,0,0,0
2018,16,Mining,specialized equipment,High use,Used,0,0,0,0
2018,16,Mining,specialized equipment,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,16,Mining,specialized equipment,Low use,Used,0,0,0,0
2018,16,Mining,specialized equipment,Moderate use,Used,0,0,0,0
2018,16,Mining,specialized equipment,Don't know,Unknown,0,0,0,0
2018,17,Mining,artificial intelligence,Did not use,Did not use,390,5849,0,396200
2018,17,Mining,artificial intelligence,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,17,Mining,artificial intelligence,Low use,Used,0,0,0,0
2018,17,Mining,artificial intelligence,Moderate use,Used,0,0,0,0
2018,17,Mining,artificial intelligence,High use,Used,0,0,0,0
2018,17,Mining,artificial intelligence,Don't know,Unknown,0,0,0,0
2018,17,Mining,cloud-based,Did not use,Did not use,0,0,0,0
2018,17,Mining,cloud-based,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,17,Mining,cloud-based,Low use,Used,24,1403,0,120216
2018,17,Mining,cloud-based,Moderate use,Used,0,0,0,0
2018,17,Mining,cloud-based,High use,Used,0,0,0,0
2018,17,Mining,cloud-based,Don't know,Unknown,0,0,0,0
2018,17,Mining,specialized software,Did not use,Did not use,0,0,0,0
2018,17,Mining,specialized software,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,17,Mining,specialized software,Low use,Used,0,0,0,0
2018,17,Mining,specialized software,Moderate use,Used,31,1230,0,105735
2018,17,Mining,specialized software,High use,Used,0,0,0,0
2018,17,Mining,specialized software,Don't know,Unknown,0,0,0,0
2018,17,Mining,robotics,Did not use,Did not use,398,6159,0,430213
2018,17,Mining,robotics,"Tested, but did not use in production or service",Tested only,0,0,0,0
2018,17,Mining,robotics,High use,Used,0,0,0,0
2018,17,Mining,robotics,Low use,Used,0,0,0,0
2018,17,Mining,robotics,Moderate use,Used,0,0,0,0
2018,17,Mining,robotics,Don't know,Unknown,0,0,0,0
2018,17,Mining,specialized equipment,Did not use,Did not use,343,4590,0,297305
